来源,字段,原始名称,统计名称,出现次数,归并类型,规则来源
额度盘点/全口径历史发行,历史认购机构,英大资本,英大资本,1,原名保留,
额度盘点/全口径历史发行,历史认购机构,西部自营,西部（自营）,1,跨面板精确别名,data/institution_alias_registry.json
额度盘点/全口径历史发行,历史认购机构,西部证券投行,西部证券（投行）,2,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/全口径历史发行,历史认购机构,西部证券自营,西部证券（自营）,27,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/全口径历史发行,历史认购机构,财通资管,财通资管,1,原名保留,
额度盘点/全口径历史发行,历史认购机构,财通资管投行,财通资管（投行）,2,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/全口径历史发行,历史认购机构,越秀金控,越秀金控,2,原名保留,
额度盘点/全口径历史发行,历史认购机构,远东宏信,远东宏信,12,原名保留,
额度盘点/全口径历史发行,历史认购机构,远行基金,远行基金,3,原名保留,
额度盘点/全口径历史发行,历史认购机构,邦汇保理,邦汇保理,18,原名保留,
额度盘点/全口径历史发行,历史认购机构,邮储银行,邮储银行,10,原名保留,
额度盘点/全口径历史发行,历史认购机构,银河FICC,银河FICC,10,原名保留,
额度盘点/全口径历史发行,历史认购机构,银河固收,银河固收,1,原名保留,
额度盘点/全口径历史发行,历史认购机构,银河证券,银河证券,1,原名保留,
额度盘点/全口径历史发行,历史认购机构,银河证券固收,银河证券固收,3,原名保留,
额度盘点/全口径历史发行,历史认购机构,长城证券投行,长城证券（投行）,2,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/全口径历史发行,历史认购机构,青岛银行,青岛银行,3,原名保留,
额度盘点/全口径历史发行,历史认购机构,青岸投资,青岸资本,7,跨面板精确别名,data/institution_alias_registry.json
额度盘点/全口径历史发行,历史认购机构,青岸资本,青岸资本,1,原名保留,
额度盘点/全口径历史发行,历史认购机构,青银理财,青银理财,11,原名保留,
额度盘点/全口径历史发行,历史认购机构,顺德农商行,顺德农商行,4,原名保留,
额度盘点/全口径历史发行,历史认购机构,首创自营,首创（自营）,2,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/全口径历史发行,历史认购机构,首创证券投行,首创证券（投行）,2,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/全口径历史发行,历史认购机构,首创证券自营,首创证券（自营）,2,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/全口径历史发行,历史认购机构,鲁民投,鲁民投,5,原名保留,
额度盘点/全口径历史发行,历史认购机构,黄河农商行,黄河农商行,1,原名保留,
额度盘点/全口径历史发行,历史认购机构,齐鲁银行,齐鲁银行,10,原名保留,
额度盘点/总授信,授信机构,上银理财,上银理财,1,原名保留,
额度盘点/总授信,授信机构,东莞农商业银行,东莞农商业银行,1,原名保留,
额度盘点/总授信,授信机构,中邮理财,中邮理财,1,原名保留,
额度盘点/总授信,授信机构,中银理财,中银理财,1,原名保留,
额度盘点/总授信,授信机构,交银理财,交银理财,1,原名保留,
额度盘点/总授信,授信机构,光大理财,光大理财,1,原名保留,
额度盘点/总授信,授信机构,兴银理财,兴银理财,1,原名保留,
额度盘点/总授信,授信机构,北银理财,北银理财,1,原名保留,
额度盘点/总授信,授信机构,华夏理财,华夏理财,1,原名保留,
额度盘点/总授信,授信机构,南京银行,南京银行,1,原名保留,
额度盘点/总授信,授信机构,南银理财,南银理财,1,原名保留,
额度盘点/总授信,授信机构,厦门国际银行,厦门国际银行,1,原名保留,
额度盘点/总授信,授信机构,宁夏银行,宁夏银行,1,原名保留,
额度盘点/总授信,授信机构,工银理财,工银理财,1,原名保留,
额度盘点/总授信,授信机构,平安养老,平安养老,1,原名保留,
额度盘点/总授信,授信机构,平安理财,平安理财,1,原名保留,
额度盘点/总授信,授信机构,平安银行,平安银行,1,原名保留,
额度盘点/总授信,授信机构,广州银行,广州银行,1,原名保留,
额度盘点/总授信,授信机构,广银理财,广银理财,1,原名保留,
额度盘点/总授信,授信机构,建信理财,建信理财,1,原名保留,
额度盘点/总授信,授信机构,建设银行,建设银行,1,原名保留,
额度盘点/总授信,授信机构,恒丰银行,恒丰银行,1,原名保留,
额度盘点/总授信,授信机构,招银理财,招银理财,1,原名保留,
额度盘点/总授信,授信机构,摩根大通,摩根大通,1,原名保留,
额度盘点/总授信,授信机构,易方达基金,易方达基金,1,原名保留,
额度盘点/总授信,授信机构,杭州联合银行,杭州联合银行,1,原名保留,
额度盘点/总授信,授信机构,杭银理财,杭银理财,1,原名保留,
额度盘点/总授信,授信机构,民生理财,民生理财,1,原名保留,
额度盘点/总授信,授信机构,汇丰银行,汇丰银行,1,原名保留,
额度盘点/总授信,授信机构,江苏银行,江苏银行,1,原名保留,
额度盘点/总授信,授信机构,沪农商行,沪农商行,1,原名保留,
额度盘点/总授信,授信机构,紫金信托,紫金信托,1,原名保留,
额度盘点/总授信,授信机构,花旗银行,花旗银行,1,原名保留,
额度盘点/总授信,授信机构,苏银理财,苏银理财,1,原名保留,
额度盘点/总授信,授信机构,重庆农商&理财,重庆农商&理财,1,原名保留,
额度盘点/总授信,授信机构,青岛银行,青岛银行,1,原名保留,
额度盘点/总授信,授信机构,青银理财,青银理财,1,原名保留,
额度盘点/非标历史发行,历史认购机构,上汽财务,上汽财务,22,原名保留,
额度盘点/非标历史发行,历史认购机构,上海农商行,上海农商行,4,原名保留,
额度盘点/非标历史发行,历史认购机构,上银理财,上银理财,2,原名保留,
额度盘点/非标历史发行,历史认购机构,中信建投投顾,中信建投（投顾）,5,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/非标历史发行,历史认购机构,中信建投机构部,中信建投机构部,8,原名保留,
额度盘点/非标历史发行,历史认购机构,中信建投衍生品,中信建投衍生品,4,原名保留,
额度盘点/非标历史发行,历史认购机构,中信证券自营,中信证券（自营）,2,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/非标历史发行,历史认购机构,中信银行,中信银行,6,原名保留,
额度盘点/非标历史发行,历史认购机构,中泰证券自营,中泰（自营）,2,跨面板精确别名,data/institution_alias_registry.json
额度盘点/非标历史发行,历史认购机构,中邮理财,中邮理财,10,原名保留,
额度盘点/非标历史发行,历史认购机构,中金投顾,中金公司（投顾）,3,投资者旧版显式别名,scripts/abs_common.py:normalize_investor_name
额度盘点/非标历史发行,历史认购机构,中金自营,中金公司（自营）,21,跨面板精确别名,data/institution_alias_registry.json
额度盘点/非标历史发行,历史认购机构,中金财富,中金财富,3,原名保留,
额度盘点/非标历史发行,历史认购机构,中银理财,中银理财,5,原名保留,
额度盘点/非标历史发行,历史认购机构,京东自持,京东自持,4,原名保留,
额度盘点/非标历史发行,历史认购机构,信达自营,信达（自营）,1,跨面板精确别名,data/institution_alias_registry.json
额度盘点/非标历史发行,历史认购机构,信达证券自营,信达证券（自营）,16,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/非标历史发行,历史认购机构,信银理财,信银理财,10,原名保留,
额度盘点/非标历史发行,历史认购机构,兴银理财,兴银理财,5,原名保留,
额度盘点/非标历史发行,历史认购机构,华夏理财,华夏理财,1,原名保留,
额度盘点/非标历史发行,历史认购机构,南银理财,南银理财,5,原名保留,
额度盘点/非标历史发行,历史认购机构,国信证券自营,国信证券（自营）,4,投资者格式/后缀规则,scripts/abs_common.py:normalize_investor_name
额度盘点/非标历史发行,历史认购机构,宁银理财,宁银理财,4,原名保留,
额度盘点/非标历史发行,历史认购机构,工银安盛,工银安盛,5,原名保留,
额度盘点/非标历史发行,历史认购机构,平安理财,平安理财,3,原名保留,
额度盘点/非标历史发行,历史认购机构,招商信诺,招商信诺,1,原名保留,
额度盘点/非标历史发行,历史认购机构,招银理财,招银理财,2,原名保留,
额度盘点/非标历史发行,历史认购机构,摩根大通,摩根大通,2,原名保留,
额度盘点/非标历史发行,历史认购机构,民生理财,民生理财,3,原名保留,
额度盘点/非标历史发行,历史认购机构,汇丰银行,汇丰银行,9,原名保留,
额度盘点/非标历史发行,历史认购机构,浦发银行,浦发银行,2,原名保留,
额度盘点/非标历史发行,历史认购机构,浦银理财,浦银理财,3,原名保留,
额度盘点/非标历史发行,历史认购机构,苏银理财,苏银理财,26,原名保留,
额度盘点/非标历史发行,历史认购机构,青岸投资,青岸资本,1,跨面板精确别名,data/institution_alias_registry.json
额度盘点/非标授信,授信机构,JPM,JPM,1,原名保留,
额度盘点/非标授信,授信机构,TCL（财务公司）,TCL（财务公司）,1,原名保留,
额度盘点/非标授信,授信机构,VIVO,VIVO,1,原名保留,
额度盘点/非标授信,授信机构,三一,三一,1,原名保留,
额度盘点/非标授信,授信机构,上汽财务,上汽财务,1,原名保留,
额度盘点/非标授信,授信机构,上银理财,上银理财,1,原名保留,
额度盘点/非标授信,授信机构,中信建投,中信建投,1,原名保留,
额度盘点/非标授信,授信机构,中信投顾,中信投顾,1,原名保留,
额度盘点/非标授信,授信机构,中信自营,中信证券,2,跨面板精确别名,data/institution_alias_registry.json
额度盘点/非标授信,授信机构,中证（信用+云）,中证（信用+云）,1,原名保留,
额度盘点/非标授信,授信机构,中邮理财,中邮理财,1,原名保留,
额度盘点/非标授信,授信机构,中邮私行,中邮私行,1,原名保留,
额度盘点/非标授信,授信机构,中金投顾,中金投顾,1,原名保留,
额度盘点/非标授信,授信机构,中金自营,中金公司（自营）,2,跨面板精确别名,data/institution_alias_registry.json
额度盘点/非标授信,授信机构,中银理财,中银理财,1,原名保留,
额度盘点/非标授信,授信机构,光大理财,光大理财,1,原名保留,
额度盘点/非标授信,授信机构,光大私行,光大私行,1,原名保留,
额度盘点/非标授信,授信机构,兴业银行,兴业银行,1,原名保留,
额度盘点/非标授信,授信机构,兴银理财,兴银理财,2,原名保留,
额度盘点/非标授信,授信机构,凤凰传媒,凤凰传媒,1,原名保留,
额度盘点/非标授信,授信机构,华数集团,华数集团,1,原名保留,
额度盘点/非标授信,授信机构,华泰财富,华泰财富,1,原名保留,
额度盘点/非标授信,授信机构,南银理财,南银理财,1,原名保留,
额度盘点/非标授信,授信机构,国元自营,国元自营,1,原名保留,
额度盘点/非标授信,授信机构,工银理财,工银理财,1,原名保留,
额度盘点/非标授信,授信机构,建信理财,建信理财,1,原名保留,
额度盘点/非标授信,授信机构,建投投顾,建投投顾,1,原名保留,
额度盘点/非标授信,授信机构,建投机构部,建投机构部,1,原名保留,
额度盘点/非标授信,授信机构,建投衍生品,建投衍生品,1,原名保留,
额度盘点/非标授信,授信机构,招银理财,招银理财,1,原名保留,
额度盘点/非标授信,授信机构,摩根大通,摩根大通,1,原名保留,
额度盘点/非标授信,授信机构,汇丰银行,汇丰银行,1,原名保留,
额度盘点/非标授信,授信机构,沪农商行,沪农商行,1,原名保留,
额度盘点/非标授信,授信机构,浦发私行,浦发私行,1,原名保留,
额度盘点/非标授信,授信机构,海信集团,海信集团,1,原名保留,
额度盘点/非标授信,授信机构,海南财金,海南财金,1,原名保留,
额度盘点/非标授信,授信机构,海天味业,海天味业,1,原名保留,
额度盘点/非标授信,授信机构,海尔集团,海尔集团,1,原名保留,
额度盘点/非标授信,授信机构,花旗,花旗,1,原名保留,
额度盘点/非标授信,授信机构,花旗银行,花旗银行,1,原名保留,
额度盘点/非标授信,授信机构,苏银理财,苏银理财,1,原名保留,
额度盘点/非标授信,授信机构,财通代销,财通代销,1,原名保留,
额度盘点/非标授信,授信机构,银河金汇,银河金汇,1,原名保留,
